"id","problem_number","title","statement","background","status","category_id","difficulty_level_id"
1888,"EP-20","Erdős Problem #20","Let $f(n,k)$ be minimal such that every family $\mathcal{F}$ of $n$-uniform sets with $\lvert \mathcal{F}\rvert \geq f(n,k)$ contains a $k$-sunflower. Is it true that $ f(n,k) < c_k^n $ for some constant $c_k>0$?","Erdos and Rado \cite{ErRa60} originally proved $f(n,k)\leq (k-1)^nn!$. Kostochka \cite{Ko97} improved this slightly (in particular establishing an upper bound of $o(n!)$, for which Erdos awarded him the consolation prize of \$100), but the bound stood at $n^{(1+o(1))n}$ for a long time until Alweiss, Lovett, Wu, and Zhang \cite{ALWZ20} proved $ f(n,k) < (Ck\log n\log\log n)^n $ for some constant $C>1$. This was refined slightly, independently by Rao \cite{Ra20}, Frankston, Kahn, Narayanan, and Park \cite{FKNP19}, and Bell, Chueluecha, and Warnke \cite{BCW21}, leading to the current record of $ f(n,k) < (Ck\log n)^n $ for some constant $C>1$. In \cite{Er81} offered \$1000 for a proof or disproof even just in the special case when $k=3$, which he expected 'contains the whole difficulty'. He also wrote 'I really do not see why this question is so difficult'. The usual focus is on the regime where $k=O(1)$ is fixed (say $k=3$) and $n$ is large, although for the opposite regime Kostochka, R""{o}dl, and Talysheva \cite{KRT99} have shown $ f(n,k)=(1+O_n(k^{-1/2^n}))k^n. $ References [ALWZ20] Alweiss, R. and Lovett, S. and Wu, K. and Zhang, J., Improved bounds for the sunflower lemma. (2020). [BCW21] Bell, T. and Chueluecha, S. and Warnke, L., Note on sunflowers. Discret. Math. (2021). [Er81] Erdos, P., On the combinatorial problems which I would most like to see solved. Combinatorica (1981), 25-42. [ErRa60] Erdos, P. and Rado, R., Intersection theorems for systems of sets. J. London Math. Soc. (1960), 85-90. [FKNP19] Frankston, K. and Kahn, J. and Narayanan, B. and Park, J., Thresholds versus fractional expectation-thresholds. CoRR (2019). [KRT99] Kostochka, A. V. and R""{o}dl, V. and Talysheva, L. A., On systems of small sets with no large $\Delta$-subsystems. Combin. Probab. Comput. (1999), 265-268. [Ko97] Kostochka, A., A bound on the cardinality of families not containing $\Delta$-systems. (1997). [Ra20] Rao, A., Coding for sunflowers. Discrete Analysis (2020).","open",2,1
1889,"EP-25","Erdős Problem #25","Let $n_1<n_2<\cdots$ be an arbitrary sequence of integers, each with an associated residue class $a_i\pmod{n_i}$. Let $A$ be the set of integers $n$ such that for every $i$ either $n<n_i$ or $n ot\equiv a_i\pmod{n_i}$. Must the logarithmic density of $A$ exist?","This is a special case of [486].","open",1,1
1890,"EP-28","Erdős Problem #28","If $A\subseteq \mathbb{N}$ is such that $A+A$ contains all but finitely many integers then $\limsup 1_A\ast 1_A(n)=\infty$.","Conjectured by Erdos and Tur\'{a}n. They also suggest the stronger conjecture that $\limsup 1_A\ast 1_A(n)/\log n>0$. Another stronger conjecture would be that the hypothesis $\lvert A\cap [1,N]\rvert \gg N^{1/2}$ for all large $N$ suffices. Erdos and S\'{a}rk""{o}zy conjectured the stronger version that if $A=\{a_1<a_2<\cdots\}$ and $B=\{b_1<b_2<\cdots\}$ with $a_n/b_n\to 1$ are such that $A+B=\mathbb{N}$ then $\limsup 1_A\ast 1_B(n)=\infty$. See also [40]. This is discussed in problem C9 of Guy's collection \cite{Gu04}. References [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437.","open",1,1
1891,"EP-30","Erdős Problem #30","Let $h(N)$ be the maximum size of a Sidon set in $\{1,\ldots,N\}$. Is it true that, for every $\epsilon>0$, $ h(N) = N^{1/2}+O_\epsilon(N^\epsilon)? $","A problem of Erdos and Tur\'{a}n. It may even be true that $h(N)=N^{1/2}+O(1)$, but Erdos remarks this is perhaps too optimistic. Erdos and Tur\'{a}n \cite{ErTu41} proved an upper bound of $N^{1/2}+O(N^{1/4})$, with an alternative proof by Lindstr""{o}m \cite{Li69}. Both proofs in fact give $ h(N) \leq N^{1/2}+N^{1/4}+1. $ Balogh, F""{u}redi, and Roy \cite{BFR21} improved the bound in the error term to $0.998N^{1/4}$. This was further optimised by O'Bryant \cite{OB22}. The current record is $ h(N)\leq N^{1/2}+0.98183N^{1/4}+O(1), $ due to Carter, Hunter, and O'Bryant \cite{CHO25}. Singer \cite{Si38} was the first to show that $h(N)\geq (1-o(1))N^{1/2}$ for all $N$. For a detailed survey of the literature we refer to \cite{OB04}. See also [241] and [840]. This problem is Problem 31 on Green's open problems list. This is discussed in problem C9 of Guy's collection \cite{Gu04}. References [BFR21] Balogh, J. and F""{u}redi, Z. and Roy, S., An upper bound on the size of Sidon sets. arXiv:2103.15850 (2021). [CHO25] Carter, D. and Hunter, Z. and O'Bryant, K., On the diameter of finite {S}idon sets. Acta Math. Hungar. (2025), 108--126. [ErTu41] Erdos, P. and Tur\'{a}n, P., On a problem of Sidon in additive number theory, and on some related problems. J. London Math. Soc. (1941), 212-215. [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Li69] Lindstr""{o}m, B., An inequality for $B_2$-sequences. J. Combinatorial Theory (1969), 211-212. [OB04] O'Bryant, Kevin, A complete annotated bibliography of work related to {S}idon sequences. Electron. J. Combin. (2004), 39. [OB22] O'Bryant, K., On the size of finite Sidon sets. arXiv:2207.07800 (2022). [Si38] Singer, James, A theorem in finite projective geometry and some applications to number theory. Trans. Amer. Math. Soc. (1938), 377--385.","open",1,1
1892,"EP-32","Erdős Problem #32","Is there a set $A\subset\mathbb{N}$ such that $ \lvert A\cap\{1,\ldots,N\}\rvert = o((\log N)^2) $ and such that every large integer can be written as $p+a$ for some prime $p$ and $a\in A$? Can the bound $O(\log N)$ be achieved? Must such an $A$ satisfy $ \liminf \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{\log N}> 1? $","Such a set is called an additive complement to the primes. Erdos \cite{Er54} proved that such a set $A$ exists with $\lvert A\cap\{1,\ldots,N\}\rvert\ll (\log N)^2$ (improving a previous result of Lorentz \cite{Lo54} who achieved $\ll (\log N)^3$). Wolke \cite{Wo96} has shown that such a bound is almost true, in that we can achieve $\ll (\log N)^{1+o(1)}$ if we only ask for almost all integers to be representable. Kolountzakis \cite{Ko96} improved this to $\ll (\log N)(\log\log N)$, and Ruzsa \cite{Ru98c} further improved this to $\ll \omega(N)\log N$ for any $\omega\to \infty$. The answer to the third question is yes: Ruzsa \cite{Ru98c} has shown that we must have $ \liminf \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{\log N}\geq e^\gamma\approx 1.781. $ This is discussed in problem E1 of Guy's collection \cite{Gu04}, where it is stated that Erdos offered \$50 for determining whether $O(\log N)$ can be achieved. References [Er54] Erdos, Paul, Some results on additive number theory. Proc. Amer. Math. Soc. (1954), 847-853. [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Ko96] Kolountzakis, Mihail N., On the additive complements of the primes and sets of similar growth. Acta Arith. (1996), 1--8. [Lo54] Lorentz, G. G., On a problem of additive number theory. Proc. Amer. Math. Soc. (1954), 838-841. [Ru98c] Ruzsa, Imre Z., On the additive completion of primes. Acta Arith. (1998), 269-275. [Wo96] Wolke, Dieter, On a problem of Erdos in additive number theory. J. Number Theory (1996), 209-213.","open",1,1
1893,"EP-33","Erdős Problem #33","Let $A\subset\mathbb{N}$ be such that every large integer can be written as $n^2+a$ for some $a\in A$ and $n\geq 0$. What is the smallest possible value of $ \limsup \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{N^{1/2}}? $ Is $ \liminf \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{N^{1/2}}>1? $","Such a set $A$ is called an additive complement of the set of squares. Erdos observed that there exist $A$ for which the $\limsup$ is finite and $>1$. Moser \cite{Mo65} proved that, for any such $A$, $ \liminf \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{N^{1/2}}>1.06. $ The best-known lower bound is $ \liminf \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{N^{1/2}}\geq\frac{4}{\pi}\approx 1.273 $ proved by Cilleruelo \cite{Ci93}, Habsieger \cite{Ha95}, and Balasubramanian and Ramana \cite{BaRa01}. The problem of minimising the $\limsup$ appears to have been much less studied. van Doorn has a construction of such an $A$ in which, for all $N$, $ \frac{\lvert A\cap\{1,\ldots,N\}\rvert}{N^{1/2}}< 2\phi^{5/2}\approx 6.66, $ where $\phi=\frac{1+\sqrt{5}}{2}$ is the golden ratio. References [BaRa01] Balasubramanian, R. and Ramana, D. S., Additive complements of the squares. C. R. Math. Acad. Sci. Soc. R. Can. (2001), 6--11. [Ci93] Cilleruelo, Javier, The additive completion of {$k$}th-powers. J. Number Theory (1993), 237--243. [Ha95] Habsieger, Laurent, On the additive completion of polynomial sets. J. Number Theory (1995), 130--135. [Mo65] Moser, Leo, On the additive completion of sets of integers. (1965), 175--180.","open",1,1
1894,"EP-36","Erdős Problem #36","Find the optimal constant $c>0$ such that the following holds. For all sufficiently large $N$, if $A\sqcup B=\{1,\ldots,2N\}$ is a partition into two equal parts, so that $\lvert A\rvert=\lvert B\rvert=N$, then there is some $x$ such that the number of solutions to $a-b=x$ with $a\in A$ and $b\in B$ is at least $cN$.","The minimum overlap problem. The example (with $N$ even) $A=\{N/2+1,\ldots,3N/2\}$ shows that $c\leq 1/2$ (indeed, Erdos initially conjectured that $c=1/2$). The lower bound of $c\geq 1/4$ is trivial, and Scherk improved this to $1-1/\sqrt{2}=0.29\cdots$. The current records are $ 0.379005 < c < 0.380924, $ the lower bound due to White \cite{Wh22} and the upper bound due to AlphaEvolve \cite{GGTW25}, improving slightly on an upper bound due to Haugland \cite{Ha16}. This is discussed in problem C17 of Guy's collection \cite{Gu04}. References [GGTW25] B. Georgiev, J. G\'{o}mez-Serrano, T. Tao, and A. Wagner, Mathematical exploration and discovery at scale. arXiv:2511.02864 (2025). [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Ha16] Haugland, J. K., The minimum overlap problem revisited. arXiv:1609.08000 (2016). [Wh22] White, E. P., Erdos' minimum overlap problem. arXiv:2201.05704 (2022).","open",1,1
1895,"EP-38","Erdős Problem #38","Does there exist $B\subset\mathbb{N}$ which is not an additive basis, but is such that for every set $A\subseteq\mathbb{N}$ of Schnirelmann density $\alpha$ and every $N$ there exists $b\in B$ such that $ \lvert (A\cup (A+b))\cap \{1,\ldots,N\}\rvert\geq (\alpha+f(\alpha))N $ where $f(\alpha)>0$ for $0<\alpha <1 $? The Schnirelmann density is defined by $ d_s(A) = \inf_{N\geq 1}\frac{\lvert A\cap\{1,\ldots,N\}\rvert}{N}. $","Erdos \cite{Er36c} proved that if $B$ is an additive basis of order $k$ then, for any set $A$ of Schnirelmann density $\alpha$, for every $N$ there exists some integer $b\in B$ such that $ \lvert (A\cup (A+b))\cap \{1,\ldots,N\}\rvert\geq \left(\alpha+\frac{\alpha(1-\alpha)}{2k}\right)N. $ It seems an interesting question (not one that Erdos appears to have asked directly, although see [35]) to improve the lower bound here, even in the case $B=\mathbb{N}$. Erdos observed that a random set of density $\alpha$ shows that the factor of $\frac{\alpha(1-\alpha)}{2}$ in this case cannot be improved past $\alpha(1-\alpha)$. This is a stronger property than $B$ being an essential component (see [37]). Linnik \cite{Li42} gave the first construction of an essential component which is not an additive basis. References [Er36c] Erdos, P., On the arithmetical density of the sum of two sequences, one of which forms a basis for the integers. Acta. Arith. (1936), 201-207. [Li42] Linnik, U. V., On Erd""{o}s's theorem on the addition of numerical sequences. Rec. Math. [Mat. Sbornik] N.S. (1942), 67-78.","open",1,1
1896,"EP-39","Erdős Problem #39","Is there an infinite Sidon set $A\subset \mathbb{N}$ such that $ \lvert A\cap \{1\ldots,N\}\rvert \gg_\epsilon N^{1/2-\epsilon} $ for all $\epsilon>0$?","The trivial greedy construction achieves $\gg N^{1/3}$. The first improvement on this was achieved by Ajtai, Koml\'{o}s, and Szemer\'{e}di \cite{AKS81b}, who found an infinite Sidon set with growth rate $\gg (N\log N)^{1/3}$. The current best bound of $\gg N^{\sqrt{2}-1+o(1)}$ is due to Ruzsa \cite{Ru98}. Erdos \cite{Er73} had offered \$25 for any construction which achieves $N^{c}$ for some $c>1/3$. Later he \cite{Er77c} offered \$100 for a construction which achieves $\omega(N)N^{1/3}$ for some $\omega(N)\to \infty$. Erdos proved that for every infinite Sidon set $A$ we have $ \liminf \frac{\lvert A\cap \{1,\ldots,N\}\rvert}{N^{1/2}}=0. $ Erdos and R\'{e}nyi have constructed, for any $\epsilon>0$, a set $A$ such that $ \lvert A\cap \{1\ldots,N\}\rvert \gg_\epsilon N^{1/2-\epsilon} $ for all large $N$ and $1_A\ast 1_A(n)\ll_\epsilon 1$ for all $n$. This is discussed in problem C9 of Guy's collection \cite{Gu04}. References [AKS81b] Ajtai, Mikl\'os and Koml\'os, J\'anos and Szemer\'{e}di, Endre, A dense infinite {S}idon sequence. European J. Combin. (1981), 1--11. [Er73] Erdos, P., Problems and results on combinatorial number theory. A survey of combinatorial theory (Proc. Internat. Sympos., Colorado State Univ., Fort Collins, Colo., 1971) (1973), 117-138. [Er77c] Erdos, Paul, Problems and results on combinatorial number theory. III. Number theory day (Proc. Conf., Rockefeller Univ., New York, 1976) (1977), 43-72. [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Ru98] Ruzsa, Imre Z., An infinite Sidon sequence. J. Number Theory (1998), 63-71.","open",2,1
1897,"EP-40","Erdős Problem #40","For what functions $g(N)\to \infty$ is it true that $ \lvert A\cap \{1,\ldots,N\}\rvert \gg \frac{N^{1/2}}{g(N)} $ implies $\limsup 1_A\ast 1_A(n)=\infty$?","This is a stronger form of the Erdos-Tur\'{a}n conjecture [28] (since establishing this for any function $g(N)\to \infty$ would imply a positive solution to [28]).","open",2,1
1898,"EP-41","Erdős Problem #41","Let $A\subset\mathbb{N}$ be an infinite set such that the triple sums $a+b+c$ are all distinct for $a,b,c\in A$ (aside from the trivial coincidences). Is it true that $ \liminf \frac{\lvert A\cap \{1,\ldots,N\}\rvert}{N^{1/3}}=0? $","Erdos proved that if the pairwise sums $a+b$ are all distinct aside from the trivial coincidences then $ \liminf \frac{\lvert A\cap \{1,\ldots,N\}\rvert}{N^{1/2}}=0. $ This is discussed in problem C11 of Guy's collection \cite{Gu04}, in which Guy says Erdos offered \$500 for the general problem of whether, for all $h\geq 2$, $ \liminf \frac{\lvert A\cap \{1,\ldots,N\}\rvert}{N^{1/h}}=0 $ whenever the sum of $h$ terms in $A$ are distinct. This was proved for $h=4$ by Nash \cite{Na89} and for all even $h$ by Chen \cite{Ch96b}. References [Ch96b] Chen, Sheng, A note on {$B_{2k}$} sequences. J. Number Theory (1996), 1--3. [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437. [Na89] Nash, John C. M., On {$B_4$}-sequences. Canad. Math. Bull. (1989), 446--449.","open",2,1
1899,"EP-42","Erdős Problem #42","Let $M\geq 1$ and $N$ be sufficiently large in terms of $M$. Is it true that for every Sidon set $A\subset \{1,\ldots,N\}$ there is another Sidon set $B\subset \{1,\ldots,N\}$ of size $M$ such that $(A-A)\cap(B-B)=\{0\}$?","","open",2,1
1900,"EP-43","Erdős Problem #43","If $A,B\subset \{1,\ldots,N\}$ are two Sidon sets such that $(A-A)\cap(B-B)=\{0\}$ then is it true that $ \binom{\lvert A\rvert}{2}+\binom{\lvert B\rvert}{2}\leq\binom{f(N)}{2}+O(1), $ where $f(N)$ is the maximum possible size of a Sidon set in $\{1,\ldots,N\}$? If $\lvert A\rvert=\lvert B\rvert$ then can this bound be improved to $ \binom{\lvert A\rvert}{2}+\binom{\lvert B\rvert}{2}\leq (1-c+o(1))\binom{f(N)}{2} $ for some constant $c>0$?","Since it is known that $f(N)\sim \sqrt{N}$ (see [30]) the latter question is equivalent to asking whether, if $\lvert A\rvert=\lvert B\rvert$, $ \lvert A\rvert \leq \left(\frac{1}{\sqrt{2}}-c+o(1)\right)\sqrt{N} $ for some constant $c>0$. In the comments Tao has given a proof of this upper bound without the $-c$. In the comments Barreto has given a negative answer to the second question: for infinitely many $N$ there exist Sidon sets $A,B\subset \{1,\ldots,N\}$ with $\lvert A\rvert=\lvert B\rvert$ and $(A-A)\cap (B-B)=\{0\}$ and $ \binom{\lvert A\rvert}{2}+\binom{\lvert B\rvert}{2}\geq (1-o(1))\binom{f(N)}{2}. $","open",2,1
1901,"EP-44","Erdős Problem #44","Let $N\geq 1$ and $A\subset \{1,\ldots,N\}$ be a Sidon set. Is it true that, for any $\epsilon>0$, there exist $M$ and $B\subset \{N+1,\ldots,M\}$ (which may depend on $N,A,\epsilon$) such that $A\cup B\subset \{1,\ldots,M\}$ is a Sidon set of size at least $(1-\epsilon)M^{1/2}$?","See also [329] and [707] (indeed a positive solution to [707] implies a positive solution to this problem, which in turn implies a positive solution to [329]). This is discussed in problem C9 of Guy's collection \cite{Gu04}. References [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437.","open",2,1
1902,"EP-50","Erdős Problem #50","Schoenberg proved that for every $c\in [0,1]$ the density of $ \{ n\in \mathbb{N} : \phi(n)<cn\} $ exists. Let this density be denoted by $f(c)$. Is it true that there are no $x$ such that $f'(x)$ exists and is positive?","Erdos \cite{Er95} could prove the distribution function is purely singular. References [Er95] Erdos, Paul, Some of my favourite problems in number theory, combinatorics, and geometry. Resenhas (1995), 165-186.","open",2,1
1903,"EP-51","Erdős Problem #51","Is there an infinite set $A\subset \mathbb{N}$ such that for every $a\in A$ there is an integer $n$ such that $\phi(n)=a$, and yet if $n_a$ is the smallest such integer then $n_a/a\to \infty$ as $a\to\infty$?","Carmichael has asked whether there is an integer $t$ for which $\phi(n)=t$ has exactly one solution. Erdos has proved that if such a $t$ exists then there must be infinitely many such $t$. See also [694]. This is discussed in problems B36 and B39 of Guy's collection \cite{Gu04}. References [Gu04] Guy, Richard K., Unsolved problems in number theory. (2004), xviii+437.","open",1,1
1904,"EP-52","Erdős Problem #52","Let $A$ be a finite set of integers. Is it true that for every $\epsilon>0$ $ \max( \lvert A+A\rvert,\lvert AA\rvert)\gg_\epsilon \lvert A\rvert^{2-\epsilon}? $","The sum-product problem. Erdos and Szemer\'{e}di \cite{ErSz83} proved a lower bound of $\lvert A\rvert^{1+c}$ for some constant $c>0$, and an upper bound of $ \lvert A\rvert^2 \exp\left(-c\frac{\log\lvert A\rvert}{\log\log \lvert A\rvert}\right) $ for some constant $c>0$. The lower bound has been improved a number of times. The current record is $ \max( \lvert A+A\rvert,\lvert AA\rvert)\gg\lvert A\rvert^{\frac{1270}{951}-o(1)} $ due to Bloom \cite{Bl25} (note $1270/951=1.33543\cdots$). A complete history of sum-product bounds can be found at this webpage. There is likely nothing special about the integers in this question, and indeed Erdos and Szemer\'{e}di also ask a similar question about finite sets of real or complex numbers. The current best bound for sets of reals is the same bound of Bloom above. The best bound for complex numbers is $ \max( \lvert A+A\rvert,\lvert AA\rvert)\gg\lvert A\rvert^{\frac{4}{3}+c} $ for some absolute constant $c>0$, due to Basit and Lund \cite{BaLu19}. One can in general ask this question in any setting where addition and multiplication are defined (once one avoids any trivial obstructions such as zero divisors or finite subfields). For example, it makes sense for subsets of finite fields. The current record is that there exists $c>0$ such that if $A\subseteq \mathbb{F}_p$ with $\lvert A\rvert <p^{c}$ then $ \max( \lvert A+A\rvert,\lvert AA\rvert)\gg\lvert A\rvert^{\frac{5}{4}+o(1)}, $ due to Mohammadi and Stevens \cite{MoSt23}. There is also a natural generalisation to higher-fold sum and product sets. For example, in \cite{ErSz83} (and in \cite{Er91}) Erdos and Szemer\'{e}di also conjecture that for any $m\geq 2$ and finite set of integers $A$ $ \max( \lvert mA\rvert,\lvert A^m\rvert)\gg \lvert A\rvert^{m-o(1)}. $ See [53] for more on this generalisation and [808] for a stronger form of the original conjecture. See also [818] for a special case. References [BaLu19] No reference found. [Bl25] T. F. Bloom, Control and its applications in additive combinatorics. arXiv:2501.09470 (2025). [Er91] Erd""{o}s, P., Problems and results in combinatorial analysis and combinatorial number theory. Graph theory, combinatorics, and applications, Vol. 1 (Kalamazoo, MI, 1988) (1991), 397-406. [ErSz83] Erdos, P. and Szemer\'{e}di, E., On sums and products of integers. Studies in pure mathematics (1983), 213-218. [MoSt23] Mohammadi, Ali and Stevens, Sophie, Attaining the exponent 5/4 for the sum-product problem in finite fields. Int. Math. Res. Not. IMRN (2023), 3516--3532.","open",1,1
1905,"EP-60","Erdős Problem #60","Does every graph on $n$ vertices with $>\mathrm{ex}(n;C_4)$ edges contain $\gg n^{1/2}$ many copies of $C_4$?","Conjectured by Erdos and Simonovits, who could not even prove that at least $2$ copies of $C_4$ are guaranteed. The behaviour of $\mathrm{ex}(n;C_4)$ is the subject of [765]. He, Ma, and Yang \cite{HeMaYa21} have proved this conjecture when $n=q^2+q+1$ for some even integer $q$. References [HeMaYa21] He, J. and Ma, J. and Yang, T., Some extremal results on 4-cycles. Journal of Combinatorial Theory B (2021).","open",1,1
1906,"EP-61","Erdős Problem #61","For any graph $H$ is there some $c=c(H)>0$ such that every graph $G$ on $n$ vertices that does not contain $H$ as an induced subgraph contains either a complete graph or independent set on $\geq n^c$ vertices?","Conjectured by Erdos and Hajnal \cite{ErHa89}, who proved that a complete graph or independent set must exist on $ \geq \exp(c_H\sqrt{\log n}) $ many vertices, where $c_H>0$ is some constant. This was improved by Buci\'{c}, Nguyen, Scott, and Seymour \cite{BNSS23} to $ \geq \exp(c_H\sqrt{\log n\log\log n}). $ See also the entry in the graphs problem collection. References [BNSS23] Buci\'C, M. and Nguyen, T. and Scott, A. and Seymour, P., A loglog step towards Erdos-Hajnal. arXiv:2301.10147 (2023). [ErHa89] Erdos, P. and Hajnal, A., Ramsey-type theorems. Discrete Appl. Math. (1989), 37-52.","open",3,1
1907,"EP-62","Erdős Problem #62","If $G_1,G_2$ are two graphs with chromatic number $\aleph_1$ then must there exist a graph $G$ whose chromatic number is $4$ (or even $\aleph_0$) which is a subgraph of both $G_1$ and $G_2$?","Erdos also asked \cite{Er87} about finding a common subgraph $H$ (with chromatic number either $4$ or $\aleph_0$) in any finite collection of graphs with chromatic number $\aleph_1$. Every graph with chromatic number $\aleph_1$ contains all sufficiently large odd cycles (which have chromatic number $3$), see [594]. This was proved by Erdos, Hajnal, and Shelah \cite{EHS74}. Erdos wrote \cite{Er87} that 'probably' every graph with chromatic number $\aleph_1$ contains as subgraphs all graphs with chromatic number $4$ with sufficiently large girth. References [EHS74] Erdos, P. and Hajnal, A. and Shelah, S., On some general properties of chromatic numbers. Topics in topology (Proc. Colloq., Keszthely, 1972) (1974), 243-255. [Er87] Erdos, P., Some problems on finite and infinite graphs. Logic and combinatorics (Arcata, Calif., 1985) (1987), 223-228.","open",3,1
1908,"EP-65","Erdős Problem #65","Let $G$ be a graph with $n$ vertices and $kn$ edges, and $a_1<a_2<\cdots $ be the lengths of cycles in $G$. Is it true that $ \sum\frac{1}{a_i}\gg \log k? $ Is the sum $\sum\frac{1}{a_i}$ minimised when $G$ is a complete bipartite graph?","A problem of Erdos and Hajnal. Gy\'{a}rf\'{a}s, Koml\'{o}s, and Szemer\'{e}di \cite{GKS84} have proved that this sum is $\gg \log k$, so that only the second question remains. Liu and Montgomery \cite{LiMo20} have proved the asymptotically sharp lower bound of $\geq (\tfrac{1}{2}-o(1))\log k$. See also the entry in the graphs problem collection. See also [57]. References [GKS84] Gy\'{a}rf\'{a}s, A. and Koml\'{o}s, J. and Szemer\'{e}di, E., On the distribution of cycle lengths in graphs. J. Graph Theory (1984), 441-462. [LiMo20] Liu, Hong and Montgomery, Richard, A solution to Erdos and Hajnal's odd cycle problem. arXiv:2010.15802 (2020).","open",3,1
1909,"EP-66","Erdős Problem #66","Is there $A\subseteq \mathbb{N}$ such that $ \lim_{n\to \infty}\frac{1_A\ast 1_A(n)}{\log n} $ exists and is $ eq 0$?","A suitably constructed random set has this property if we are allowed to ignore an exceptional set of density zero. The challenge is obtaining this with no exceptional set. Erdos believed the answer should be no. Erdos and S\'{a}rk""{o}zy proved that $ \frac{\lvert 1_A\ast 1_A(n)-\log n\rvert}{\sqrt{\log n}}\to 0 $ is impossible. Erdos suggests it may even be true that the $\liminf$ and $\limsup$ of $1_A\ast 1_A(n)/\log n$ are always separated by some absolute constant. Horv\'{a}th \cite{Ho07} proved that $ \lvert 1_A\ast 1_A(n)-\log n\rvert \leq (1-\epsilon)\sqrt{\log n} $ cannot hold for all large $n$. References [Ho07] G. Horv\'{a}th, An improvement of a theorem of Erdos and S\'{a}rk""{o}zy. Pollack Periodica (2007), 155-161.","open",2,1
1910,"EP-68","Erdős Problem #68","Is $ \sum_{n\geq 2}\frac{1}{n!-1} $ irrational?","The decimal expansion is A331373 in the OEIS. Weisenberg has observed that this sum can also be written as $ \sum_{k\geq 1}\sum_{n\geq 2}\frac{1}{(n!)^k}. $ Erdos \cite{Er88c} notes that $\sum \frac{1}{n!+t}$ should be transcendental for every integer $t$. References [Er88c] Erd""{o}s, P., On the irrationality of certain series: problems and results. New advances in transcendence theory (Durham, 1986) (1988), 102-109.","open",1,1
1911,"EP-70","Erdős Problem #70","Let $\mathfrak{c}$ be the ordinal of the real numbers, $\beta$ be any countable ordinal, and $2\leq n<\omega$. Is it true that $\mathfrak{c}\to (\beta, n)_2^3$?","Erdos and Rado proved that $\mathfrak{c}\to (\omega+n,4)_2^3$ for any $2\leq n<\omega$.","open",10,1
